,Province/State,Country/Region,Lat,Long,Day,Confirmed,Recovered,Deaths,Province/State_Country/Region
14750,Anhui,China,31.8257,117.2264,2020-02-25,989,712,6,Anhui - China
14751,Jiangxi,China,27.614,115.7221,2020-02-25,934,683,1,Jiangxi - China
14752,Shandong,China,36.3427,118.1498,2020-02-25,756,355,6,Shandong - China
14753,Diamond Princess,Cruise Ship,35.4437,139.638,2020-02-25,691,0,3,Diamond Princess - Cruise Ship
14754,Jiangsu,China,32.9711,119.455,2020-02-25,631,458,0,Jiangsu - China
14755,Chongqing,China,30.0572,107.874,2020-02-25,576,372,6,Chongqing - China
14756,Sichuan,China,30.6171,102.7103,2020-02-25,529,289,3,Sichuan - China
14757,Heilongjiang,China,47.861999999999995,127.7615,2020-02-25,480,243,12,Heilongjiang - China
14759,Beijing,China,40.1824,116.4142,2020-02-25,400,215,4,Beijing - China
14760,Shanghai,China,31.201999999999998,121.4491,2020-02-25,336,268,3,Shanghai - China
14761,Hebei,China,39.549,116.1306,2020-02-25,311,248,6,Hebei - China
14762,Fujian,China,26.0789,117.9874,2020-02-25,294,199,1,Fujian - China
14763,Guangxi,China,23.8298,108.7881,2020-02-25,252,134,2,Guangxi - China
14764,Shaanxi,China,35.1917,108.8701,2020-02-25,245,186,1,Shaanxi - China
14765,Yunnan,China,24.974,101.48700000000001,2020-02-25,174,129,2,Yunnan - China
14766,Hainan,China,19.1959,109.7453,2020-02-25,168,124,5,Hainan - China
14767,Guizhou,China,26.8154,106.8748,2020-02-25,146,104,2,Guizhou - China
14768,Tianjin,China,39.3054,117.323,2020-02-25,135,91,3,Tianjin - China
14769,Shanxi,China,37.5777,112.2922,2020-02-25,133,98,0,Shanxi - China
14770,Gansu,China,37.8099,101.0583,2020-02-25,91,80,2,Gansu - China
14771,Hong Kong,China,22.3,114.2,2020-02-25,84,19,2,Hong Kong - China
14772,Liaoning,China,41.2956,122.6085,2020-02-25,121,83,1,Liaoning - China
14773,Jilin,China,43.6661,126.1923,2020-02-25,93,63,1,Jilin - China
14775,Xinjiang,China,41.1129,85.2401,2020-02-25,76,30,2,Xinjiang - China
14776,Inner Mongolia,China,44.0935,113.9448,2020-02-25,75,35,0,Inner Mongolia - China
14777,Ningxia,China,37.2692,106.1655,2020-02-25,71,61,0,Ningxia - China
14778,,Taiwan*,23.7,121.0,2020-02-25,31,5,1,Taiwan*
14779,,Vietnam,16.0,108.0,2020-02-25,16,16,0,Vietnam
14780,,Russia,60.0,90.0,2020-02-25,2,2,0,Russia
14781,Qinghai,China,35.7452,95.9956,2020-02-25,18,18,0,Qinghai - China
14782,Macau,China,22.1667,113.55,2020-02-25,10,7,0,Macau - China
14790,Tibet,China,31.6927,88.0924,2020-02-25,1,1,0,Tibet - China
14902,"Santa Clara County, CA",US,37.3541,-121.9552,2020-02-25,2,1,0,"Santa Clara County, CA - US"
14910,"Suffolk County, MA",US,42.3601,-71.0589,2020-02-25,1,0,0,"Suffolk County, MA - US"
14917,"Orange County, CA",US,33.7879,-117.8531,2020-02-25,1,0,0,"Orange County, CA - US"
14919,"Maricopa County, AZ",US,33.2918,-112.4291,2020-02-25,1,1,0,"Maricopa County, AZ - US"
14931,"Humboldt County, CA",US,40.745,-123.8695,2020-02-25,1,0,0,"Humboldt County, CA - US"
14932,"Sacramento County, CA",US,38.4747,-121.3542,2020-02-25,1,0,0,"Sacramento County, CA - US"
14933,"San Diego County, CA",US,32.7157,-117.1611,2020-02-25,2,1,0,"San Diego County, CA - US"
14934,"San Benito, CA",US,36.5761,-120.9876,2020-02-25,2,0,0,"San Benito, CA - US"
14935,"Los Angeles, CA",US,34.0522,-118.2437,2020-02-25,1,0,0,"Los Angeles, CA - US"
14936,"King County, WA",US,47.6062,-122.3321,2020-02-25,1,1,0,"King County, WA - US"
14937,"Cook County, IL",US,41.7377,-87.6976,2020-02-25,2,2,0,"Cook County, IL - US"
14992,United Kingdom,United Kingdom,55.3781,-3.4360000000000004,2020-02-25,13,8,0,United Kingdom - United Kingdom
15028,,Thailand,15.0,101.0,2020-02-26,40,22,0,Thailand
15029,,Japan,36.0,138.0,2020-02-26,189,22,2,Japan
15030,,Singapore,1.2833,103.8333,2020-02-26,93,62,0,Singapore
15031,,Nepal,28.1667,84.25,2020-02-26,1,1,0,Nepal
15032,,Malaysia,2.5,112.5,2020-02-26,22,18,0,Malaysia
15033,British Columbia,Canada,49.2827,-123.1207,2020-02-26,7,0,0,British Columbia - Canada
15034,New South Wales,Australia,-33.8688,151.2093,2020-02-26,4,4,0,New South Wales - Australia
15035,Victoria,Australia,-37.8136,144.9631,2020-02-26,4,4,0,Victoria - Australia
15036,Queensland,Australia,-28.0167,153.4,2020-02-26,5,1,0,Queensland - Australia
15037,,Cambodia,11.55,104.9167,2020-02-26,1,1,0,Cambodia
15038,,Sri Lanka,7.0,81.0,2020-02-26,1,1,0,Sri Lanka
15039,,Germany,51.0,9.0,2020-02-26,27,15,0,Germany
15040,,Finland,64.0,26.0,2020-02-26,2,1,0,Finland
15041,,United Arab Emirates,24.0,54.0,2020-02-26,13,4,0,United Arab Emirates
15042,,Philippines,13.0,122.0,2020-02-26,3,1,1,Philippines
15043,,India,21.0,78.0,2020-02-26,3,3,0,India
15044,,Italy,43.0,12.0,2020-02-26,453,3,12,Italy
15045,,Sweden,63.0,16.0,2020-02-26,2,0,0,Sweden
15046,,Spain,40.0,-4.0,2020-02-26,13,2,0,Spain
15047,South Australia,Australia,-34.9285,138.6007,2020-02-26,2,2,0,South Australia - Australia
15048,,Belgium,50.8333,4.0,2020-02-26,1,1,0,Belgium
15049,,Egypt,26.0,30.0,2020-02-26,1,0,0,Egypt
15050,From Diamond Princess,Australia,35.4437,139.638,2020-02-26,7,0,0,From Diamond Princess - Australia
15051,,Lebanon,33.8547,35.8623,2020-02-26,2,0,0,Lebanon
15052,,Iraq,33.0,44.0,2020-02-26,5,0,0,Iraq
15053,,Oman,21.0,57.0,2020-02-26,4,0,0,Oman
15054,,Afghanistan,33.0,65.0,2020-02-26,1,0,0,Afghanistan
15055,,Bahrain,26.0275,50.55,2020-02-26,33,0,0,Bahrain
15056,,Kuwait,29.5,47.75,2020-02-26,26,0,0,Kuwait
15057,,Algeria,28.0339,1.6596,2020-02-26,1,0,0,Algeria
15058,,Croatia,45.1,15.2,2020-02-26,3,0,0,Croatia
15059,,Switzerland,46.8182,8.2275,2020-02-26,1,0,0,Switzerland
15060,,Austria,47.5162,14.5501,2020-02-26,2,0,0,Austria
15061,,Israel,31.0,35.0,2020-02-26,2,0,0,Israel
15062,,Pakistan,30.3753,69.3451,2020-02-26,2,0,0,Pakistan
15063,,Brazil,-14.235,-51.9253,2020-02-26,1,0,0,Brazil
15064,,Georgia,42.3154,43.3569,2020-02-26,1,0,0,Georgia
15065,,Greece,39.0742,21.8243,2020-02-26,1,0,0,Greece
15066,,North Macedonia,41.6086,21.7453,2020-02-26,1,0,0,North Macedonia
15067,,Norway,60.472,8.4689,2020-02-26,1,0,0,Norway
15068,,Romania,45.9432,24.9668,2020-02-26,1,0,0,Romania
15122,Ontario,Canada,51.2538,-85.3232,2020-02-26,4,3,0,Ontario - Canada
15132,Diamond Princess,US,35.4437,139.638,2020-02-26,42,0,0,Diamond Princess - US
15184,Hubei,China,30.9756,112.2707,2020-02-26,65187,20969,2615,Hubei - China
15185,,Iran,32.0,53.0,2020-02-26,139,49,19,Iran
15186,,"Korea, South",36.0,128.0,2020-02-26,1261,22,12,"Korea, South"
15187,France,France,46.2276,2.2137,2020-02-26,18,11,2,France - France
15188,Guangdong,China,23.3417,113.4244,2020-02-26,1347,851,7,Guangdong - China
15189,Henan,China,33.882,113.61399999999999,2020-02-26,1271,1033,19,Henan - China
15190,Zhejiang,China,29.1832,120.0934,2020-02-26,1205,867,1,Zhejiang - China
15191,Hunan,China,27.6104,111.7088,2020-02-26,1016,783,4,Hunan - China
15192,Anhui,China,31.8257,117.2264,2020-02-26,989,744,6,Anhui - China
15193,Jiangxi,China,27.614,115.7221,2020-02-26,934,719,1,Jiangxi - China
15194,Shandong,China,36.3427,118.1498,2020-02-26,756,377,6,Shandong - China
15195,Diamond Princess,Cruise Ship,35.4437,139.638,2020-02-26,705,10,4,Diamond Princess - Cruise Ship
15196,Jiangsu,China,32.9711,119.455,2020-02-26,631,478,0,Jiangsu - China
15197,Chongqing,China,30.0572,107.874,2020-02-26,576,384,6,Chongqing - China
15198,Sichuan,China,30.6171,102.7103,2020-02-26,531,307,3,Sichuan - China
15199,Heilongjiang,China,47.861999999999995,127.7615,2020-02-26,480,249,12,Heilongjiang - China
15201,Beijing,China,40.1824,116.4142,2020-02-26,400,235,4,Beijing - China
15202,Shanghai,China,31.201999999999998,121.4491,2020-02-26,337,272,3,Shanghai - China
15203,Hebei,China,39.549,116.1306,2020-02-26,312,261,6,Hebei - China
15204,Fujian,China,26.0789,117.9874,2020-02-26,294,218,1,Fujian - China
15205,Guangxi,China,23.8298,108.7881,2020-02-26,252,147,2,Guangxi - China
15206,Shaanxi,China,35.1917,108.8701,2020-02-26,245,192,1,Shaanxi - China
15207,Yunnan,China,24.974,101.48700000000001,2020-02-26,174,144,2,Yunnan - China
15208,Hainan,China,19.1959,109.7453,2020-02-26,168,129,5,Hainan - China
15209,Guizhou,China,26.8154,106.8748,2020-02-26,146,104,2,Guizhou - China
15210,Tianjin,China,39.3054,117.323,2020-02-26,135,96,3,Tianjin - China
15211,Shanxi,China,37.5777,112.2922,2020-02-26,133,104,0,Shanxi - China
15212,Gansu,China,37.8099,101.0583,2020-02-26,91,81,2,Gansu - China
15213,Hong Kong,China,22.3,114.2,2020-02-26,91,24,2,Hong Kong - China
15214,Liaoning,China,41.2956,122.6085,2020-02-26,121,88,1,Liaoning - China
15215,Jilin,China,43.6661,126.1923,2020-02-26,93,65,1,Jilin - China
15217,Xinjiang,China,41.1129,85.2401,2020-02-26,76,34,2,Xinjiang - China
15218,Inner Mongolia,China,44.0935,113.9448,2020-02-26,75,38,0,Inner Mongolia - China
15219,Ningxia,China,37.2692,106.1655,2020-02-26,71,65,0,Ningxia - China
15220,,Taiwan*,23.7,121.0,2020-02-26,32,5,1,Taiwan*
15221,,Vietnam,16.0,108.0,2020-02-26,16,16,0,Vietnam
15222,,Russia,60.0,90.0,2020-02-26,2,2,0,Russia
15223,Qinghai,China,35.7452,95.9956,2020-02-26,18,18,0,Qinghai - China
15224,Macau,China,22.1667,113.55,2020-02-26,10,7,0,Macau - China
15232,Tibet,China,31.6927,88.0924,2020-02-26,1,1,0,Tibet - China
15344,"Santa Clara County, CA",US,37.3541,-121.9552,2020-02-26,2,1,0,"Santa Clara County, CA - US"
15352,"Suffolk County, MA",US,42.3601,-71.0589,2020-02-26,1,0,0,"Suffolk County, MA - US"
15359,"Orange County, CA",US,33.7879,-117.8531,2020-02-26,1,0,0,"Orange County, CA - US"
15361,"Maricopa County, AZ",US,33.2918,-112.4291,2020-02-26,1,1,0,"Maricopa County, AZ - US"
15373,"Humboldt County, CA",US,40.745,-123.8695,2020-02-26,1,0,0,"Humboldt County, CA - US"
15374,"Sacramento County, CA",US,38.4747,-121.3542,2020-02-26,1,0,0,"Sacramento County, CA - US"
15375,"San Diego County, CA",US,32.7157,-117.1611,2020-02-26,2,1,0,"San Diego County, CA - US"
15376,"San Benito, CA",US,36.5761,-120.9876,2020-02-26,2,0,0,"San Benito, CA - US"
15377,"Los Angeles, CA",US,34.0522,-118.2437,2020-02-26,1,0,0,"Los Angeles, CA - US"
15378,"King County, WA",US,47.6062,-122.3321,2020-02-26,1,1,0,"King County, WA - US"
15379,"Cook County, IL",US,41.7377,-87.6976,2020-02-26,2,2,0,"Cook County, IL - US"
15434,United Kingdom,United Kingdom,55.3781,-3.4360000000000004,2020-02-26,13,8,0,United Kingdom - United Kingdom
15470,,Thailand,15.0,101.0,2020-02-27,40,22,0,Thailand
15471,,Japan,36.0,138.0,2020-02-27,214,22,4,Japan
15472,,Singapore,1.2833,103.8333,2020-02-27,93,62,0,Singapore
15473,,Nepal,28.1667,84.25,2020-02-27,1,1,0,Nepal
15474,,Malaysia,2.5,112.5,2020-02-27,23,18,0,Malaysia
15475,British Columbia,Canada,49.2827,-123.1207,2020-02-27,7,3,0,British Columbia - Canada
15476,New South Wales,Australia,-33.8688,151.2093,2020-02-27,4,4,0,New South Wales - Australia
15477,Victoria,Australia,-37.8136,144.9631,2020-02-27,4,4,0,Victoria - Australia
15478,Queensland,Australia,-28.0167,153.4,2020-02-27,5,1,0,Queensland - Australia
15479,,Cambodia,11.55,104.9167,2020-02-27,1,1,0,Cambodia
15480,,Sri Lanka,7.0,81.0,2020-02-27,1,1,0,Sri Lanka
15481,,Germany,51.0,9.0,2020-02-27,46,16,0,Germany
15482,,Finland,64.0,26.0,2020-02-27,2,1,0,Finland
15483,,United Arab Emirates,24.0,54.0,2020-02-27,13,4,0,United Arab Emirates
15484,,Philippines,13.0,122.0,2020-02-27,3,1,1,Philippines
15485,,India,21.0,78.0,2020-02-27,3,3,0,India
15486,,Italy,43.0,12.0,2020-02-27,655,45,17,Italy
15487,,Sweden,63.0,16.0,2020-02-27,7,0,0,Sweden
15488,,Spain,40.0,-4.0,2020-02-27,15,2,0,Spain
15489,South Australia,Australia,-34.9285,138.6007,2020-02-27,2,2,0,South Australia - Australia
15490,,Belgium,50.8333,4.0,2020-02-27,1,1,0,Belgium
15491,,Egypt,26.0,30.0,2020-02-27,1,0,0,Egypt
15492,From Diamond Princess,Australia,35.4437,139.638,2020-02-27,8,0,0,From Diamond Princess - Australia
15493,,Lebanon,33.8547,35.8623,2020-02-27,2,0,0,Lebanon
15494,,Iraq,33.0,44.0,2020-02-27,7,0,0,Iraq
15495,,Oman,21.0,57.0,2020-02-27,4,0,0,Oman
15496,,Afghanistan,33.0,65.0,2020-02-27,1,0,0,Afghanistan
15497,,Bahrain,26.0275,50.55,2020-02-27,33,0,0,Bahrain
15498,,Kuwait,29.5,47.75,2020-02-27,43,0,0,Kuwait
15499,,Algeria,28.0339,1.6596,2020-02-27,1,0,0,Algeria
15500,,Croatia,45.1,15.2,2020-02-27,3,0,0,Croatia
15501,,Switzerland,46.8182,8.2275,2020-02-27,8,0,0,Switzerland
15502,,Austria,47.5162,14.5501,2020-02-27,3,0,0,Austria
15503,,Israel,31.0,35.0,2020-02-27,3,1,0,Israel
15504,,Pakistan,30.3753,69.3451,2020-02-27,2,0,0,Pakistan
15505,,Brazil,-14.235,-51.9253,2020-02-27,1,0,0,Brazil
15506,,Georgia,42.3154,43.3569,2020-02-27,1,0,0,Georgia
15507,,Greece,39.0742,21.8243,2020-02-27,3,0,0,Greece
15508,,North Macedonia,41.6086,21.7453,2020-02-27,1,0,0,North Macedonia
15509,,Norway,60.472,8.4689,2020-02-27,1,0,0,Norway
15510,,Romania,45.9432,24.9668,2020-02-27,1,0,0,Romania
15511,,Estonia,58.5953,25.0136,2020-02-27,1,0,0,Estonia
15512,,Netherlands,52.1326,5.2913,2020-02-27,1,0,0,Netherlands
15513,,San Marino,43.9424,12.4578,2020-02-27,1,0,0,San Marino
15564,Ontario,Canada,51.2538,-85.3232,2020-02-27,6,3,0,Ontario - Canada
15574,Diamond Princess,US,35.4437,139.638,2020-02-27,42,0,0,Diamond Princess - US
15626,Hubei,China,30.9756,112.2707,2020-02-27,65596,23383,2641,Hubei - China
15627,,Iran,32.0,53.0,2020-02-27,245,49,26,Iran
15628,,"Korea, South",36.0,128.0,2020-02-27,1766,22,13,"Korea, South"
15629,France,France,46.2276,2.2137,2020-02-27,38,11,2,France - France
15630,Guangdong,China,23.3417,113.4244,2020-02-27,1347,890,7,Guangdong - China
15631,Henan,China,33.882,113.61399999999999,2020-02-27,1272,1068,20,Henan - China
15632,Zhejiang,China,29.1832,120.0934,2020-02-27,1205,932,1,Zhejiang - China
15633,Hunan,China,27.6104,111.7088,2020-02-27,1017,804,4,Hunan - China
15634,Anhui,China,31.8257,117.2264,2020-02-27,989,792,6,Anhui - China
15635,Jiangxi,China,27.614,115.7221,2020-02-27,934,754,1,Jiangxi - China
15636,Shandong,China,36.3427,118.1498,2020-02-27,756,387,6,Shandong - China
15637,Diamond Princess,Cruise Ship,35.4437,139.638,2020-02-27,705,10,4,Diamond Princess - Cruise Ship
15638,Jiangsu,China,32.9711,119.455,2020-02-27,631,498,0,Jiangsu - China
15639,Chongqing,China,30.0572,107.874,2020-02-27,576,401,6,Chongqing - China
15640,Sichuan,China,30.6171,102.7103,2020-02-27,534,321,3,Sichuan - China
15641,Heilongjiang,China,47.861999999999995,127.7615,2020-02-27,480,270,13,Heilongjiang - China
15642,Denmark,Denmark,56.2639,9.5018,2020-02-27,1,0,0,Denmark - Denmark
15643,Beijing,China,40.1824,116.4142,2020-02-27,410,248,5,Beijing - China
15644,Shanghai,China,31.201999999999998,121.4491,2020-02-27,337,276,3,Shanghai - China
15645,Hebei,China,39.549,116.1306,2020-02-27,317,274,6,Hebei - China
15646,Fujian,China,26.0789,117.9874,2020-02-27,296,228,1,Fujian - China
15647,Guangxi,China,23.8298,108.7881,2020-02-27,252,161,2,Guangxi - China
15648,Shaanxi,China,35.1917,108.8701,2020-02-27,245,195,1,Shaanxi - China
15649,Yunnan,China,24.974,101.48700000000001,2020-02-27,174,150,2,Yunnan - China
15650,Hainan,China,19.1959,109.7453,2020-02-27,168,131,5,Hainan - China
15651,Guizhou,China,26.8154,106.8748,2020-02-27,146,112,2,Guizhou - China
15652,Tianjin,China,39.3054,117.323,2020-02-27,136,102,3,Tianjin - China
15653,Shanxi,China,37.5777,112.2922,2020-02-27,133,107,0,Shanxi - China
15654,Gansu,China,37.8099,101.0583,2020-02-27,91,81,2,Gansu - China
15655,Hong Kong,China,22.3,114.2,2020-02-27,92,24,2,Hong Kong - China
15656,Liaoning,China,41.2956,122.6085,2020-02-27,121,93,1,Liaoning - China
15657,Jilin,China,43.6661,126.1923,2020-02-27,93,67,1,Jilin - China
15659,Xinjiang,China,41.1129,85.2401,2020-02-27,76,43,2,Xinjiang - China
15660,Inner Mongolia,China,44.0935,113.9448,2020-02-27,75,43,0,Inner Mongolia - China
15661,Ningxia,China,37.2692,106.1655,2020-02-27,72,68,0,Ningxia - China
15662,,Taiwan*,23.7,121.0,2020-02-27,32,5,1,Taiwan*
15663,,Vietnam,16.0,108.0,2020-02-27,16,16,0,Vietnam
15664,,Russia,60.0,90.0,2020-02-27,2,2,0,Russia
15665,Qinghai,China,35.7452,95.9956,2020-02-27,18,18,0,Qinghai - China
15666,Macau,China,22.1667,113.55,2020-02-27,10,8,0,Macau - China
15674,Tibet,China,31.6927,88.0924,2020-02-27,1,1,0,Tibet - China
15786,"Santa Clara County, CA",US,37.3541,-121.9552,2020-02-27,2,1,0,"Santa Clara County, CA - US"
15794,"Suffolk County, MA",US,42.3601,-71.0589,2020-02-27,1,0,0,"Suffolk County, MA - US"
15801,"Orange County, CA",US,33.7879,-117.8531,2020-02-27,1,0,0,"Orange County, CA - US"
15803,"Maricopa County, AZ",US,33.2918,-112.4291,2020-02-27,1,1,0,"Maricopa County, AZ - US"
15815,"Humboldt County, CA",US,40.745,-123.8695,2020-02-27,1,0,0,"Humboldt County, CA - US"
15816,"Sacramento County, CA",US,38.4747,-121.3542,2020-02-27,2,0,0,"Sacramento County, CA - US"
15817,"San Diego County, CA",US,32.7157,-117.1611,2020-02-27,2,1,0,"San Diego County, CA - US"
15818,"San Benito, CA",US,36.5761,-120.9876,2020-02-27,2,0,0,"San Benito, CA - US"
15819,"Los Angeles, CA",US,34.0522,-118.2437,2020-02-27,1,0,0,"Los Angeles, CA - US"
15820,"King County, WA",US,47.6062,-122.3321,2020-02-27,1,1,0,"King County, WA - US"
15821,"Cook County, IL",US,41.7377,-87.6976,2020-02-27,2,2,0,"Cook County, IL - US"
15876,United Kingdom,United Kingdom,55.3781,-3.4360000000000004,2020-02-27,15,8,0,United Kingdom - United Kingdom
15912,,Thailand,15.0,101.0,2020-02-28,41,28,0,Thailand
15913,,Japan,36.0,138.0,2020-02-28,228,22,4,Japan
15914,,Singapore,1.2833,103.8333,2020-02-28,93,62,0,Singapore
15915,,Nepal,28.1667,84.25,2020-02-28,1,1,0,Nepal
15916,,Malaysia,2.5,112.5,2020-02-28,23,18,0,Malaysia
15917,British Columbia,Canada,49.2827,-123.1207,2020-02-28,7,3,0,British Columbia - Canada
15918,New South Wales,Australia,-33.8688,151.2093,2020-02-28,4,4,0,New South Wales - Australia
15919,Victoria,Australia,-37.8136,144.9631,2020-02-28,4,4,0,Victoria - Australia
15920,Queensland,Australia,-28.0167,153.4,2020-02-28,5,1,0,Queensland - Australia
15921,,Cambodia,11.55,104.9167,2020-02-28,1,1,0,Cambodia
15922,,Sri Lanka,7.0,81.0,2020-02-28,1,1,0,Sri Lanka
15923,,Germany,51.0,9.0,2020-02-28,48,16,0,Germany
15924,,Finland,64.0,26.0,2020-02-28,2,1,0,Finland
15925,,United Arab Emirates,24.0,54.0,2020-02-28,19,5,0,United Arab Emirates
15926,,Philippines,13.0,122.0,2020-02-28,3,1,1,Philippines
15927,,India,21.0,78.0,2020-02-28,3,3,0,India
15928,,Italy,43.0,12.0,2020-02-28,888,46,21,Italy
15929,,Sweden,63.0,16.0,2020-02-28,7,0,0,Sweden
15930,,Spain,40.0,-4.0,2020-02-28,32,2,0,Spain
15931,South Australia,Australia,-34.9285,138.6007,2020-02-28,2,2,0,South Australia - Australia
15932,,Belgium,50.8333,4.0,2020-02-28,1,1,0,Belgium
15933,,Egypt,26.0,30.0,2020-02-28,1,1,0,Egypt
15934,From Diamond Princess,Australia,35.4437,139.638,2020-02-28,8,0,0,From Diamond Princess - Australia
15935,,Lebanon,33.8547,35.8623,2020-02-28,2,0,0,Lebanon
15936,,Iraq,33.0,44.0,2020-02-28,7,0,0,Iraq
15937,,Oman,21.0,57.0,2020-02-28,4,0,0,Oman
15938,,Afghanistan,33.0,65.0,2020-02-28,1,0,0,Afghanistan
15939,,Bahrain,26.0275,50.55,2020-02-28,36,0,0,Bahrain
15940,,Kuwait,29.5,47.75,2020-02-28,45,0,0,Kuwait
15941,,Algeria,28.0339,1.6596,2020-02-28,1,0,0,Algeria
15942,,Croatia,45.1,15.2,2020-02-28,5,0,0,Croatia
15943,,Switzerland,46.8182,8.2275,2020-02-28,8,0,0,Switzerland
15944,,Austria,47.5162,14.5501,2020-02-28,3,0,0,Austria
15945,,Israel,31.0,35.0,2020-02-28,4,1,0,Israel
15946,,Pakistan,30.3753,69.3451,2020-02-28,2,0,0,Pakistan
15947,,Brazil,-14.235,-51.9253,2020-02-28,1,0,0,Brazil
15948,,Georgia,42.3154,43.3569,2020-02-28,1,0,0,Georgia
15949,,Greece,39.0742,21.8243,2020-02-28,4,0,0,Greece
15950,,North Macedonia,41.6086,21.7453,2020-02-28,1,0,0,North Macedonia
15951,,Norway,60.472,8.4689,2020-02-28,6,0,0,Norway
15952,,Romania,45.9432,24.9668,2020-02-28,3,0,0,Romania
15953,,Estonia,58.5953,25.0136,2020-02-28,1,0,0,Estonia
15954,,Netherlands,52.1326,5.2913,2020-02-28,1,0,0,Netherlands
15955,,San Marino,43.9424,12.4578,2020-02-28,1,0,0,San Marino
15956,,Belarus,53.7098,27.9534,2020-02-28,1,0,0,Belarus
15957,,Iceland,64.9631,-19.0208,2020-02-28,1,0,0,Iceland
15958,,Lithuania,55.1694,23.8813,2020-02-28,1,0,0,Lithuania
15959,,Mexico,23.6345,-102.5528,2020-02-28,1,0,0,Mexico
15960,,New Zealand,-40.9006,174.886,2020-02-28,1,0,0,New Zealand
15961,,Nigeria,9.082,8.6753,2020-02-28,1,0,0,Nigeria
16006,Ontario,Canada,51.2538,-85.3232,2020-02-28,6,3,0,Ontario - Canada
16008,Quebec,Canada,52.9399,-73.5491,2020-02-28,1,0,0,Quebec - Canada
16016,Diamond Princess,US,35.4437,139.638,2020-02-28,44,0,0,Diamond Princess - US
16068,Hubei,China,30.9756,112.2707,2020-02-28,65914,26403,2682,Hubei - China
16069,,Iran,32.0,53.0,2020-02-28,388,73,34,Iran
16070,,"Korea, South",36.0,128.0,2020-02-28,2337,22,13,"Korea, South"
16071,France,France,46.2276,2.2137,2020-02-28,57,11,2,France - France
16072,Guangdong,China,23.3417,113.4244,2020-02-28,1348,935,7,Guangdong - China
16073,Henan,China,33.882,113.61399999999999,2020-02-28,1272,1112,20,Henan - China
16074,Zhejiang,China,29.1832,120.0934,2020-02-28,1205,975,1,Zhejiang - China
16075,Hunan,China,27.6104,111.7088,2020-02-28,1017,830,4,Hunan - China
16076,Anhui,China,31.8257,117.2264,2020-02-28,990,821,6,Anhui - China
16077,Jiangxi,China,27.614,115.7221,2020-02-28,935,790,1,Jiangxi - China
16078,Shandong,China,36.3427,118.1498,2020-02-28,756,405,6,Shandong - China
16079,Diamond Princess,Cruise Ship,35.4437,139.638,2020-02-28,705,10,6,Diamond Princess - Cruise Ship
16080,Jiangsu,China,32.9711,119.455,2020-02-28,631,515,0,Jiangsu - China
16081,Chongqing,China,30.0572,107.874,2020-02-28,576,422,6,Chongqing - China
16082,Sichuan,China,30.6171,102.7103,2020-02-28,538,338,3,Sichuan - China
16083,Heilongjiang,China,47.861999999999995,127.7615,2020-02-28,480,283,13,Heilongjiang - China
16084,Denmark,Denmark,56.2639,9.5018,2020-02-28,1,0,0,Denmark - Denmark
16085,Beijing,China,40.1824,116.4142,2020-02-28,410,257,7,Beijing - China
16086,Shanghai,China,31.201999999999998,121.4491,2020-02-28,337,279,3,Shanghai - China
16087,Hebei,China,39.549,116.1306,2020-02-28,318,277,6,Hebei - China
16088,Fujian,China,26.0789,117.9874,2020-02-28,296,235,1,Fujian - China
16089,Guangxi,China,23.8298,108.7881,2020-02-28,252,168,2,Guangxi - China
16090,Shaanxi,China,35.1917,108.8701,2020-02-28,245,199,1,Shaanxi - China
16091,Yunnan,China,24.974,101.48700000000001,2020-02-28,174,156,2,Yunnan - China
16092,Hainan,China,19.1959,109.7453,2020-02-28,168,133,5,Hainan - China
16093,Guizhou,China,26.8154,106.8748,2020-02-28,146,112,2,Guizhou - China
16094,Tianjin,China,39.3054,117.323,2020-02-28,136,102,3,Tianjin - China
16095,Shanxi,China,37.5777,112.2922,2020-02-28,133,112,0,Shanxi - China
16096,Gansu,China,37.8099,101.0583,2020-02-28,91,82,2,Gansu - China
16097,Hong Kong,China,22.3,114.2,2020-02-28,94,30,2,Hong Kong - China
16098,Liaoning,China,41.2956,122.6085,2020-02-28,121,93,1,Liaoning - China
16099,Jilin,China,43.6661,126.1923,2020-02-28,93,73,1,Jilin - China
16101,Xinjiang,China,41.1129,85.2401,2020-02-28,76,52,3,Xinjiang - China
16102,Inner Mongolia,China,44.0935,113.9448,2020-02-28,75,45,0,Inner Mongolia - China
16103,Ningxia,China,37.2692,106.1655,2020-02-28,72,68,0,Ningxia - China
16104,,Taiwan*,23.7,121.0,2020-02-28,34,6,1,Taiwan*
16105,,Vietnam,16.0,108.0,2020-02-28,16,16,0,Vietnam
16106,,Russia,60.0,90.0,2020-02-28,2,2,0,Russia
16107,Qinghai,China,35.7452,95.9956,2020-02-28,18,18,0,Qinghai - China
16108,Macau,China,22.1667,113.55,2020-02-28,10,8,0,Macau - China
16116,Tibet,China,31.6927,88.0924,2020-02-28,1,1,0,Tibet - China
16228,"Santa Clara County, CA",US,37.3541,-121.9552,2020-02-28,2,1,0,"Santa Clara County, CA - US"
16236,"Suffolk County, MA",US,42.3601,-71.0589,2020-02-28,1,1,0,"Suffolk County, MA - US"
16243,"Orange County, CA",US,33.7879,-117.8531,2020-02-28,1,0,0,"Orange County, CA - US"
16245,"Maricopa County, AZ",US,33.2918,-112.4291,2020-02-28,1,1,0,"Maricopa County, AZ - US"
